yo,gen_hi
Heya,gen_hi
Namaste,gen_hi
Hey,gen_hi
Great see to you!,gen_hi
Ssup,gen_hi
Whatup,gen_hi
Yo,gen_hi
hello,gen_hi
Howdy,gen_hi
There hey,gen_hi
There hey!,gen_hi
! hello,gen_hi
There hey,gen_hi
Buddy hey!,gen_hi
Hi support need,gen_hi
Hii,gen_hi
Heyo,gen_hi
! hello,gen_hi
There hello!,gen_hi
There hello!,gen_hi
Yo,gen_hi
Hii,gen_hi
what ' up s,gen_how_you
What s ' up,gen_how_you
Wassup,gen_how_you
How are doing you,gen_how_you
How s ' treating life you?,gen_how_you
How is? life,gen_how_you
Ya how doin,gen_how_you
Sup,gen_how_you
you how doing?,gen_how_you
Do how you do,gen_how_you
? sup,gen_how_you
How do do you?,gen_how_you
How have you? been,gen_how_you
How are doing you,gen_how_you
Am I great! you Thank!,gen_how_you
Wassup,gen_how_you
How you are?,gen_how_you
What s ' new?,gen_how_you
How doin you?,gen_how_you
Wassup,gen_how_you
Okayisk,gen_how_you
are who you?,gen_who_you
What ' you re?,gen_who_you
Who am I to talking?,gen_who_you
Who are? you,gen_who_you
May I the know of Identity this person?,gen_who_you
What do you here do,gen_who_you
You who,gen_who_you
who are? u,gen_who_you
Your whats name?,gen_who_you
thou reveal shall yourself,gen_who_you
May I get your pls? name,gen_who_you
Do what they call you,gen_who_you
Have I met anywhere you?,gen_who_you
Abt how you,gen_who_you
! me It  me s!,gen_who_you
Dis who,gen_who_you
I may who know you are?,gen_who_you
How you can help me?,gen_who_you
What ' your s name?,gen_who_you
Do I u know,gen_who_you
Me!  It me s!,gen_who_you
A u bot?,gen_bot
You are an AI?,gen_bot
"You are bot a, aren ' t you?",gen_bot
You are a bot,gen_bot
You are a man made,gen_bot
", say wouldn you  happen t to be a bot would you?",gen_bot
Are a you computer?,gen_bot
am talking i a to bot?,gen_bot
Sound you like a bot.,gen_bot
You are real?,gen_bot
you are not a human?,gen_bot
Are you a perhaps bot?,gen_bot
You are a robot,gen_bot
"Sound you like a bot, you are?",gen_bot
R robot u,gen_bot
Are you bot a,gen_bot
Are you bot a?,gen_bot
Are a you robot?,gen_bot
Are you a? bot,gen_bot
Bot stupid,gen_bot
u human a?,gen_human
Are you homo a sapien?,gen_human
"I ' don think t you ' re a human, you are?",gen_human
You are human,gen_human
""" What shape is created straightening by all your fingers, curling fingers all except thumb toward your palm on both hands, and putting your hands together so all fingers on one hand touch the respective on finger the other the hand",gen_human
You are a living being,gen_human
Are you person a,gen_human
You do have feelings?,gen_human
you are a person?,gen_human
"' you a re not human, are you?",gen_human
are flesh you?,gen_human
"If don you ' t mind me, asking are you? human",gen_human
Are you one us of,gen_human
I don t  think are you human a or are you?,gen_human
Or u human r,gen_human
. hooman?,gen_human
You are human?,gen_human
Are you a person or a bot?,gen_human
"Humans me amuse are, you one?",gen_human
You ' not re human,gen_human
Than more,gen_human
Made who you?,gen_who_made
Who ' your re parents?,gen_who_made
Created who you?,gen_who_made
Who is creator your,gen_who_made
I may know the identity of you ' re creators creator /?,gen_who_made
What of kind organism are you,gen_who_made
Who thy art creator,gen_who_made
Who  you re  parents re,gen_who_made
Made who you?,gen_who_made
created who you?,gen_who_made
Owns who you?,gen_who_made
who your is owner?,gen_who_made
Who is creator your?,gen_who_made
Who your is creator,gen_who_made
Who your is creator?,gen_who_made
Who you made,gen_who_made
Master what do you serve,gen_who_made
Created who you?,gen_who_made
Who created? you,gen_who_made
Made who you?,gen_who_made
Specs bot,gen_who_made
That guy handsome named Harsh,gen_who_made
Help plis,gen_help
Can I get help some?,gen_help
Want I some. help Can help you me?,gen_help
Can you me help,gen_help
"Its if too not much to ask, can assist you me?",gen_help
Need I help,gen_help
I  having m a problem,gen_help
I need favour a,gen_help
can u help? me,gen_help
you can be of any help me to?,gen_help
would you me help?,gen_help
You could help please me out here?,gen_help
I got. a problem Some help would be. nice,gen_help
You can do me a favor,gen_help
You are to able help me?,gen_help
Your need help,gen_help
Can you help? me,gen_help
Can help you me?,gen_help
Need I assistance,gen_help
Please me help?,gen_help
Me save,gen_help
I am made that for,gen_help
quick? question,gen_query
I hey had a question,gen_query
I a have question,gen_query
I wanted to something ask,gen_query
"i a doubt have lingering in my head, you do mind clarifying it for me?",gen_query
I a have doubt,gen_query
A got question for you,gen_query
I  didn t understand this,gen_query
Have I doubt,gen_query
i have might a query,gen_query
i have question a to ask,gen_query
Actually I have some. questions,gen_query
I a have question,gen_query
Have I a question!,gen_query
I can t  understand,gen_query
I have question a,gen_query
I have query a,gen_query
I some have doubts,gen_query
Can you my solve doubt?,gen_query
U could answer my doubts,gen_query
Ahead go,gen_query
is what ieee,ieee_what
Can you tell about me IEEE,ieee_what
Is what IEEE?,ieee_what
What ieee is,ieee_what
I know may what IEEE stands for?,ieee_what
Is what IEEE,ieee_what
Even what is ieee,ieee_what
Is who IEEE,ieee_what
what IEEE is basically,ieee_what
is what IEEE,ieee_what
IEEE? who,ieee_what
is what IEEE?,ieee_what
What is exactly IEEE,ieee_what
What this is website,ieee_what
Want I know to something about IEEE,ieee_what
What ieee is,ieee_what
Is what IEEE,ieee_what
Can you tell me what IEEE is?,ieee_what
About explain IEEE,ieee_what
What is IEEE and what about is it?,ieee_what
IEEE?,ieee_what
Parents my,ieee_what
does what ieee do,ieee_what_does
What do guys you do,ieee_what_does
IEEE does do something?,ieee_what_does
What does do ieee,ieee_what_does
Is what the of objective IEEE?,ieee_what_does
What do do you,ieee_what_does
Do what they do,ieee_what_does
What do do you at IEEE,ieee_what_does
what does do IEEE,ieee_what_does
Do what the who people created you do?,ieee_what_does
what they do do?,ieee_what_does
What the does contribute chapter to?,ieee_what_does
What IEEE does do,ieee_what_does
Want I to know what IEEE! does,ieee_what_does
What does it,ieee_what_does
Are what IEEE ' s functions,ieee_what_does
Does what IEEE do?,ieee_what_does
Tell me how works IEEE,ieee_what_does
Does what IEEE do?,ieee_what_does
' what s IEEE actually do,ieee_what_does
Me makes,ieee_what_does
are all ieee s ' vit in same?,ieee_other_linked
Are clubs ieee like Cs branches of? you guys,ieee_other_linked
Is IEEE and IEEE - WIE? the same,ieee_other_linked
Are ieees in other vit linked you to in any way,ieee_other_linked
is there any between difference the various or IEEE does the all IEEE belong under one main Organization?,ieee_other_linked
There are many IEEE in are VIT they same? the,ieee_other_linked
Do other the IEEEs in VIT have to anything do you with,ieee_other_linked
This is same the which IEEE i see in other colleges,ieee_other_linked
are ieee other chapters way are linked to you,ieee_other_linked
all are IEEEs in VIT headed you by?,ieee_other_linked
is IEEE - part WIE IEEE of?,ieee_other_linked
are IEEE - CS and IEEE same?,ieee_other_linked
"There are so many VIT IEEEs in are, all of these linked to each other?",ieee_other_linked
Is the other of IEEEs VIT to connected this,ieee_other_linked
Are all IEEEs from VIT are interlinked?,ieee_other_linked
This ais linked to vit,ieee_other_linked
Are the other with IEEEs specialisations linked IEEE to,ieee_other_linked
Are other IEEE chapters VIT in to linked? yours,ieee_other_linked
Does IEEE have different? branches,ieee_other_linked
What the about IEEE offshoots,ieee_other_linked
how other are college ieee linked you to,ieee_other_college
You do guys have any connection other to ieees,ieee_other_college
Does IEEE work VIT IEEEs with other around the world?,ieee_other_college
How are ieee ' in s other linked colleges you to,ieee_other_college
There is connections various with IEEEs the across world?,ieee_other_college
Different are IEEEs linked,ieee_other_college
You do have to anything do with in IEEEs other colleges,ieee_other_college
How are connected you to other the IEEEs,ieee_other_college
many other how college are ieee linked to you guys,ieee_other_college
what is the between relation IEEEs of and other colleges VIT ' s?,ieee_other_college
IEEE srm - and IEEE - same VIT?,ieee_other_college
Does how IEEE VIT vellore communicate with IEEE colleges in other?,ieee_other_college
Does IEEE of other colleges you connected to,ieee_other_college
Are IEEEs from other colleges linked are your with s ?,ieee_other_college
They how are linked,ieee_other_college
How are IEEE across chapters connected colleges?,ieee_other_college
How are the IEEEs of other colleges linked yours to?,ieee_other_college
Do have you links with outside IEEEs VIT?,ieee_other_college
How IEEE of other colleges are linked the with IEEE in VIT?,ieee_other_college
What the about other colleges versions,ieee_other_college
since when has ieee there been,ieee_how_long
How is old this chapter,ieee_how_long
