Is there a bot chatting to me?,GQ.bot
Is it automated message?,GQ.bot
Computer based pely,GQ.bot
Bot or human?,GQ.bot
Bot is chatting with me?,GQ.bot
Are you system generated message?,GQ.bot
Are you robot?,GQ.bot
Are you machine?,GQ.bot
Are you just computer?,GQ.bot
Are you a robot?,GQ.bot
Are you a person?,GQ.bot
Are you a machine?,GQ.bot
Are you a chatbot?,GQ.bot
Are you a bot?,GQ.bot
Are these automated messages?,GQ.bot
Am I talking to a bot?,GQ.bot
You are a boy are girl?,GQ.bot
You are a bot or human?,GQ.bot
This is a machine?,GQ.bot
This is a chatbot?,GQ.bot
System generated reply,GQ.bot
Sir you system genretrd,GQ.bot
Is this computer based response,GQ.bot
Is this a machine?,GQ.bot
Are you a human?,GQ.bot
Need help please,GQ.help
Need help,GQ.help
I need some info,GQ.help
Will you help me?,GQ.help
What else can you do?,GQ.help
What do you do?,GQ.help
What can you help me with?,GQ.help
What can you do?,GQ.help
What are you good at?,GQ.help
Need help plz,GQ.help
How can you help me,GQ.help
Can you help me?,GQ.help
How can you assist?,GQ.help
How can you help me?,GQ.help
How do you help?,GQ.help
How to help you?,GQ.help
How will you assist me?,GQ.help
i need help,GQ.help
Can you tell some info,GQ.help
Help me please,GQ.help
Hey,GQ.gen
Hi,GQ.gen
Hey!,GQ.gen
Hey there,GQ.gen
Hola!,GQ.gen
Hello chatbox ,GQ.gen
Hows life?,GQ.gen
How was your day?,GQ.gen
How you doin?,GQ.gen
Whats up?,GQ.gen
What's happening?,GQ.gen
Kya chal raha?,GQ.gen
Wassup?,GQ.gen
How you doing?,GQ.gen
Are you fine?,GQ.gen
Are you good?,GQ.gen
How are you?,GQ.gen
How are you doing?,GQ.gen
Who are youu?,GQ.name
What can I call you?,GQ.name
Your name?,GQ.name
Can you tell me your name?,GQ.name
Are you there?,GQ.name
Any one there?,GQ.name
What is your name?,GQ.name
are you abir?,GQ.name
Is anyone there?,GQ.name
Your name is?,GQ.name
Who is chatting?,GQ.name
Tell me about your self?,GQ.name
Who are you?,GQ.name
Who am I chatting with?,GQ.name
What's your name?,GQ.name
What should I say as your name?,GQ.name
Tell me your name?,GQ.name
What are you called?,GQ.name
I have a question,GQ.query
Need to aska query,GQ.query
I have a question for you,GQ.query
HAving a query,GQ.query
I have a query for you,GQ.query
I have a query,GQ.query
Have a query for you,GQ.query
Who is conducting this event,SQ.IEEE
What does IEEE-VIT do?,SQ.IEEE
What is IEEE-VIT ?,SQ.IEEE
Could you tell me more about IEEE-VIT?,SQ.IEEE
is this IEEE-VIT?,SQ.IEEE
Could you tell me more what does IEEE do?,SQ.IEEE
What is this chapter do?,SQ.IEEE
What is IEEE?,SQ.IEEE
What is ieee in vit,SQ.IEEE
Can you give information about IEEE-VIT,SQ.IEEE
What is IEEE-VIT  known for?,SQ.IEEE
What IEEE offers? ,SQ.IEEE
What's the club about?,SQ.IEEE
What does IEEE-VIT does,SQ.IEEE
What is IEEE-VIT?,SQ.IEEE
What is ieee,SQ.IEEE
What is IEEE vit ?,SQ.IEEE
What role does IEEE has to play?,SQ.IEEE
